,IBC1020_2,IBC1207_1,IBC1207_3
0,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s
1,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30
2,28pOo0cPL6KPXfzSWk0aFt,28pOo0cPL6KPXfzSWk0aFt,28pOo0cPL6KPXfzSWk0aFt
3,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO
4,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6
5,0zk4WfOuPFg8xQ3bt9abzg,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA
6,1W6Thknzf2qup40FGN1NEA,0zk4WfOuPFg8xQ3bt9abzx,0zk4WfOuPFg8xQ3bt9abzx
7,0zk4WfOuPFg8xQ3bt9abzx,0zk4WfOuPFg8xQ3bt9ab_Y,0zk4WfOuPFg8xQ3bt9ab_Y
8,0zk4WfOuPFg8xQ3bt9ab_Y,16sF2PP3fDW80DhY_ucSoT,16sF2PP3fDW80DhY_ucSoT
9,2_414Bjl90PPXdZA2Pm_Wv,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk
10,16sF2PP3fDW80DhY_ucSoT,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo
11,2_414Bjl90PPXdZA2Pm_Zk,28pOo0cPL6KPXfzSWk0aBt,28pOo0cPL6KPXfzSWk0aBt
12,1iin7g1k928O2DBRSrKlQo,2_414Bjl90PPXdZA2Pm_X8,2_414Bjl90PPXdZA2Pm_X8
13,28pOo0cPL6KPXfzSWk0aBt,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa
14,1W6Thknzf2qup40FGN1NE4,16sF2PP3fDW80DhY_ucSuj,16sF2PP3fDW80DhY_ucSuj
15,2_414Bjl90PPXdZA2Pm_X8,1W6Thknzf2qup40FGN1NEN,1W6Thknzf2qup40FGN1NEN
16,2_414Bjl90PPXdZA2Pm_Wa,1W6Thknzf2qup40FGN1N3C,1W6Thknzf2qup40FGN1N3C
17,16sF2PP3fDW80DhY_ucSuj,28pOo0cPL6KPXfzSWk0aFx,28pOo0cPL6KPXfzSWk0aFx
18,1W6Thknzf2qup40FGN1NEN,16sF2PP3fDW80DhY_ucSjU,16sF2PP3fDW80DhY_ucSjU
19,1W6Thknzf2qup40FGN1N3C,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k
20,28pOo0cPL6KPXfzSWk0aFx,2_414Bjl90PPXdZA2Pm_ZI,2_414Bjl90PPXdZA2Pm_ZI
21,16sF2PP3fDW80DhY_ucSjU,,
22,0zk4WfOuPFg8xQ3bt9ab_k,,
23,2_414Bjl90PPXdZA2Pm_ZI,,
