E0_OK_d_wl_sn25,7.595
E0_OK_d_wl_ew6,2.759
E0_OK_d_wl_ew10,6.757
E0_OK_d_wl_sn9,4.925
E1_OK_d_wl_sn23,8.599
E1_OK_d_wl_ew5,3.777
U1_OK_d_wl_sn26,7.595
E1_OK_d_wl_sn8,2.29
U1_OK_d_wl_sn21,2.75
E0_OK_d_wl_ew7,3.777
E0_OK_d_wl_sn8,2.29
U1_OK_d_wl_sn9,2.29
E0_OK_d_wl_sn19,2.75
E1_OK_d_wl_sn20,2.75
U1_OK_d_wl_ew9,6.757
U1_OK_d_wl_ew6,2.759
E1_OK_d_wl_ew4,2.759
E1_OK_d_wl_ew7,6.757
U1_OK_d_wl_sn23,8.599
E1_OK_d_wl_sn26,7.595
U1_OK_d_wl_ew7,3.777
U1_OK_d_wl_sn10,4.925
E0_OK_d_wl_sn22,8.599
E1_OK_d_wl_sn9,4.925
