,IBC1020_2,IBC1207_1,IBC1207_3
0,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA
1,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO
2,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa
3,2_414Bjl90PPXdZA2Pm_W$,2_414Bjl90PPXdZA2Pm_W$,2_414Bjl90PPXdZA2Pm_W$
4,1W6Thknzf2qup40FGN1NE2,1W6Thknzf2qup40FGN1NE2,1W6Thknzf2qup40FGN1NE2
5,0zk4WfOuPFg8xQ3bt9abzW,0zk4WfOuPFg8xQ3bt9abzW,0zk4WfOuPFg8xQ3bt9abzW
6,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA
7,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6
8,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk
9,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30
10,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO
11,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa
12,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k
13,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo
14,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s
15,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA
16,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6
17,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk
18,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30,1W6Thknzf2qup40FGN1N30
19,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO,0zk4WfOuPFg8xQ3bt9abwO
20,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa
21,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k
22,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo
23,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s
